,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class
14233,1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8,18
14234,10,15,9,8,4,7,10,5,5,4,5,11,6,11,3,7,5
14235,3,7,4,5,2,6,6,6,10,8,5,12,1,9,4,8,22
14236,1,3,3,2,1,8,6,3,6,14,5,10,0,7,0,7,25
14237,2,7,3,5,2,7,8,3,11,8,6,8,0,8,7,7,0
14238,2,5,4,4,2,7,8,2,9,11,6,8,1,8,6,8,0
14239,3,3,4,4,2,8,8,6,8,5,6,7,0,8,9,7,2
14240,3,7,5,5,3,11,2,3,2,10,2,9,2,6,3,8,10
14241,3,5,4,3,2,8,7,7,5,9,5,8,2,8,3,8,13
14242,7,8,7,6,3,3,10,6,7,13,12,9,3,9,1,7,20
14243,6,9,8,6,6,7,8,8,6,5,7,11,4,8,5,6,20
14244,5,11,4,6,3,7,7,4,3,9,6,7,3,10,8,7,23
14245,2,4,2,3,2,7,7,5,7,7,6,8,2,8,5,10,12
14246,4,8,6,6,8,7,6,5,3,6,6,8,7,7,9,9,3
14247,6,11,8,8,8,8,7,7,6,8,5,4,8,11,7,10,8
14248,2,6,3,4,2,7,6,6,6,6,5,10,1,8,5,11,23
14249,3,4,4,5,3,8,8,6,2,5,7,9,3,9,5,10,14
14250,2,5,4,3,2,7,8,2,9,11,7,7,1,8,5,7,0
14251,4,9,5,6,1,7,7,5,4,7,6,8,3,8,4,8,16
14252,6,10,8,7,6,11,5,3,4,9,3,6,8,6,2,9,7
14253,4,9,4,5,2,7,8,4,3,13,8,8,2,10,3,8,2
14254,6,9,8,7,4,6,8,5,2,7,8,8,9,9,0,8,19
14255,4,9,6,7,4,13,2,4,2,11,1,8,3,7,3,9,10
14256,1,0,2,1,1,6,9,7,3,7,5,7,2,7,4,10,6
14257,3,7,4,9,5,8,5,8,4,6,5,8,3,7,5,9,14
14258,4,6,6,7,5,9,8,5,6,7,6,8,3,9,8,8,18
14259,3,3,3,4,2,3,8,6,9,7,6,14,0,8,7,8,12
14260,1,0,2,1,0,7,4,2,0,7,2,8,2,7,1,8,10
14261,2,4,4,3,1,9,6,3,6,14,5,10,0,7,0,8,25
14262,5,11,9,8,12,7,5,3,2,7,5,8,14,6,4,7,7
14263,7,10,9,8,8,7,4,6,4,7,6,9,5,9,9,8,12
14264,6,10,6,5,3,8,6,5,6,12,4,7,5,7,5,9,8
14265,6,10,8,7,6,10,7,3,7,11,3,6,2,8,5,11,24
14266,3,2,5,3,3,5,11,3,2,8,9,9,8,13,1,8,19
14267,6,9,8,7,7,8,8,6,3,6,6,10,4,8,8,9,12
14268,10,15,9,9,5,7,5,4,9,10,4,10,4,6,9,9,14
14269,4,8,4,6,3,7,7,4,4,7,6,8,3,8,4,8,16
14270,3,8,4,6,3,7,3,4,6,6,2,7,1,6,2,7,15
14271,7,11,11,8,8,7,6,3,5,9,8,9,8,6,2,8,7
14272,3,9,4,6,1,6,15,1,6,8,11,7,0,8,0,8,21
14273,3,9,5,7,4,12,2,3,3,10,2,9,3,8,4,9,10
14274,3,8,5,6,6,6,7,3,6,8,7,11,6,10,5,6,15
14275,6,11,8,8,7,10,6,4,6,9,3,6,3,8,3,9,8
14276,3,7,4,6,2,8,6,8,6,6,4,8,3,8,4,8,14
14277,5,10,8,8,7,4,11,2,2,9,9,9,8,12,2,8,19
14278,4,10,6,7,4,8,4,0,8,10,3,10,0,7,3,9,15
14279,3,8,4,6,4,8,8,8,7,7,5,5,2,8,8,9,24
14280,2,4,3,7,1,14,2,6,5,14,1,10,0,7,0,8,25
14281,4,7,4,5,3,7,7,12,0,7,7,7,3,8,0,8,3
14282,4,7,6,5,3,8,9,3,6,13,5,5,2,10,3,8,4
14283,2,2,4,3,1,7,3,2,2,6,1,8,2,6,2,7,10
14284,1,5,3,4,1,9,6,3,6,14,5,10,0,7,0,7,25
14285,5,8,6,6,5,8,7,6,9,7,6,5,6,8,3,7,8
14286,4,9,7,7,5,7,7,3,9,5,6,10,3,8,6,8,16
14287,3,7,5,5,3,10,6,4,7,10,3,6,3,8,3,9,8
14288,4,3,5,4,3,6,6,5,6,6,6,8,2,8,4,8,23
14289,4,6,5,4,2,8,7,3,8,11,6,7,2,8,5,8,2
14290,5,8,6,6,2,7,4,13,6,8,15,8,3,9,0,8,20
14291,2,4,3,3,2,7,7,5,7,7,7,9,2,8,5,9,12
14292,4,10,6,7,1,8,10,2,2,6,13,8,1,11,0,8,17
14293,3,7,4,5,3,5,7,5,7,6,5,10,3,8,4,9,11
14294,3,3,3,4,3,7,7,5,5,7,6,6,5,8,5,10,24
14295,3,6,4,4,2,7,7,0,7,13,6,8,0,8,1,8,18
14296,4,10,5,7,5,8,7,3,8,5,6,6,3,8,6,8,16
14297,2,7,4,5,3,7,7,5,8,6,5,8,3,8,6,9,12
14298,6,10,6,8,3,7,7,15,2,4,6,8,6,8,0,8,5
14299,2,10,3,7,1,12,3,10,4,13,5,13,1,6,0,8,25
14300,4,8,5,6,3,5,8,7,7,8,8,14,2,9,4,10,22
14301,2,7,3,4,1,7,6,3,1,7,0,8,2,7,1,8,10
14302,2,7,4,5,4,8,8,3,3,8,5,6,4,8,5,4,25
14303,5,11,5,8,4,1,13,4,4,12,10,7,0,8,2,6,4
14304,1,0,1,0,0,5,10,6,1,9,6,5,0,9,2,8,1
14305,4,4,5,3,1,4,12,4,4,11,11,6,2,10,1,8,9
14306,3,6,5,4,1,7,8,4,2,7,13,8,3,9,0,8,9
14307,4,10,4,8,4,6,7,9,6,7,6,7,2,8,9,10,24
14308,1,1,3,2,1,8,11,1,6,6,10,8,1,11,1,8,17
14309,1,1,1,1,0,2,12,4,3,11,9,6,0,8,2,7,4
14310,1,1,2,1,1,7,8,11,1,7,5,8,3,8,0,8,3
14311,4,11,5,8,4,7,4,1,7,8,2,10,1,5,3,8,15
14312,5,11,5,8,2,1,15,5,3,12,8,3,0,8,3,6,4
14313,2,4,4,2,2,10,2,2,2,9,2,8,2,6,2,8,10
14314,1,0,1,0,0,2,1,5,4,1,2,5,0,8,0,8,15
14315,3,3,4,2,3,8,6,7,4,7,7,8,7,5,1,8,7
14316,2,4,4,3,2,10,6,2,8,10,3,7,2,8,3,9,16
14317,4,5,5,7,6,9,7,4,3,6,7,8,6,11,5,4,1
14318,4,10,5,8,3,7,7,14,2,4,6,8,6,8,0,8,5
14319,5,8,5,6,4,7,6,6,7,10,7,11,2,10,4,9,23
14320,5,6,7,4,5,9,6,2,4,9,6,7,7,6,2,7,7
14321,3,8,5,6,7,9,8,4,5,7,6,6,5,6,8,6,8
14322,2,0,2,1,1,6,7,8,7,7,6,6,2,8,3,8,8
14323,2,6,3,4,2,8,8,8,5,5,8,9,3,8,5,10,14
14324,2,4,4,3,2,7,8,3,4,10,6,7,5,8,1,7,5
14325,4,5,4,4,2,6,11,2,7,11,9,4,1,11,2,4,21
14326,7,9,7,7,3,4,11,2,8,12,11,5,1,10,2,4,17
14327,5,5,5,7,3,7,8,15,1,7,5,8,3,8,0,8,3
14328,3,6,5,4,3,7,10,2,2,7,9,8,6,11,0,8,19
14329,3,10,5,7,3,7,3,2,2,5,2,7,2,6,2,7,10
14330,7,14,7,8,5,8,9,4,4,12,5,4,4,11,6,6,1
14331,3,9,4,7,4,8,6,5,9,7,6,6,2,7,7,8,0
14332,3,5,4,3,3,7,7,7,4,9,5,8,2,8,3,7,13
14333,6,11,9,9,6,8,7,2,7,10,4,8,4,7,4,8,11
14334,9,14,10,8,5,5,9,3,8,11,9,8,4,9,4,6,16
14335,3,6,5,4,4,6,8,5,5,6,4,8,3,6,4,8,6
14336,4,9,5,7,6,6,7,5,8,7,6,10,3,8,6,9,12
14337,5,6,8,4,5,9,6,2,4,9,5,7,8,6,2,8,7
14338,3,6,5,4,3,6,7,1,7,10,7,10,3,8,3,8,11
14339,2,3,3,2,1,5,8,5,6,10,9,8,3,9,1,6,20
14340,2,2,3,3,2,6,7,6,6,7,6,10,3,8,3,9,3
14341,5,4,5,7,3,7,7,15,2,4,6,8,6,8,0,8,5
14342,3,8,3,6,2,0,2,4,6,1,0,8,0,8,0,8,15
14343,6,9,9,8,8,8,7,3,5,7,7,7,5,8,4,5,10
14344,6,9,9,6,5,9,6,2,7,10,3,8,6,8,6,10,11
14345,2,6,3,4,3,6,10,3,5,10,9,5,2,10,3,6,4
14346,7,9,7,7,4,2,8,5,7,11,11,10,3,9,2,6,20
14347,1,0,2,1,1,8,7,6,4,6,6,9,2,8,3,8,14
14348,6,11,5,6,4,8,5,4,3,9,6,9,4,9,8,8,23
14349,4,8,6,6,3,5,9,3,4,10,9,9,5,8,1,7,5
14350,3,9,5,6,5,9,5,3,5,7,6,5,6,6,5,6,18
14351,3,9,5,7,2,7,10,1,3,7,12,8,1,11,0,8,17
14352,1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,18
14353,8,11,8,8,4,3,9,6,8,12,11,11,1,8,3,6,22
14354,5,9,8,7,7,8,8,5,7,7,6,7,6,8,4,7,3
14355,2,5,4,4,2,10,2,2,2,9,2,9,2,6,2,8,10
14356,4,5,5,7,2,7,7,5,4,7,6,8,3,8,4,8,16
14357,4,5,5,4,3,5,10,4,5,10,8,3,1,10,4,6,1
14358,5,6,5,4,2,5,9,2,8,10,10,5,2,10,4,3,17
14359,3,5,4,3,1,3,12,4,3,11,11,7,2,10,1,8,9
14360,1,3,3,2,1,7,7,3,7,10,5,8,1,8,4,8,2
14361,4,5,5,5,5,8,8,4,4,7,6,8,5,10,9,11,2
14362,2,4,3,3,2,8,7,6,3,9,5,8,2,8,2,8,13
14363,6,9,9,7,6,9,7,3,7,10,4,6,4,6,6,9,24
14364,7,10,9,8,11,8,6,6,5,7,5,8,6,9,8,8,7
14365,6,7,8,9,7,7,8,4,7,6,7,7,3,10,9,9,25
14366,1,7,2,5,1,13,3,7,4,13,3,11,0,6,0,8,25
14367,1,6,2,4,1,14,2,6,5,13,2,10,0,7,0,8,25
14368,3,7,3,5,3,6,10,8,4,7,3,9,2,6,4,10,6
14369,3,2,4,3,3,8,7,5,6,7,6,6,5,8,5,10,24
14370,2,3,2,2,2,5,7,4,7,6,6,10,3,8,4,10,11
14371,5,9,5,5,3,3,9,4,5,10,10,11,4,9,3,6,11
14372,2,7,4,5,4,7,7,4,6,7,6,6,3,8,2,7,8
14373,2,5,4,3,2,7,3,1,7,9,2,10,0,7,2,9,15
14374,6,12,4,6,2,7,7,7,6,11,6,8,2,9,5,9,22
14375,6,11,5,6,3,8,10,5,5,7,10,5,5,12,3,7,9
14376,8,11,6,6,4,9,7,6,7,10,4,8,6,6,6,10,24
14377,4,5,4,6,4,8,5,6,5,9,6,9,3,8,5,8,14
14378,6,10,8,8,8,7,7,8,4,7,6,8,4,8,11,2,10
14379,8,12,8,6,5,9,8,4,5,13,4,4,4,10,6,8,1
14380,2,4,3,5,1,5,14,1,6,9,11,7,0,8,0,8,21
14381,1,0,1,0,0,2,2,5,4,1,2,6,0,8,0,8,15
14382,5,10,7,8,7,10,11,2,2,5,8,8,8,13,2,7,19
14383,3,7,5,4,2,7,5,3,0,6,1,8,2,7,2,7,10
14384,6,9,8,6,7,8,6,6,4,8,5,7,4,7,7,11,6
14385,7,14,6,8,3,8,8,3,6,12,4,5,2,8,7,7,4
14386,4,7,5,6,3,8,4,8,8,6,4,8,3,8,4,8,14
14387,4,6,5,4,4,7,7,8,6,7,6,10,3,9,5,5,20
14388,4,7,5,5,4,9,7,7,6,7,6,5,3,8,3,5,3
14389,12,15,11,8,6,8,7,4,5,9,7,7,7,10,5,9,3
14390,1,0,2,0,1,8,6,5,5,6,5,9,1,8,5,10,23
14391,8,10,11,8,5,9,7,3,6,10,4,6,7,9,2,7,5
14392,4,11,4,8,2,3,7,8,2,7,5,11,3,8,3,10,11
14393,3,4,5,6,4,9,7,5,5,9,3,6,2,6,6,7,0
14394,6,9,8,6,7,9,6,1,6,10,3,8,6,7,5,9,11
14395,6,11,7,8,6,8,5,13,5,6,12,8,3,9,0,8,20
14396,5,6,6,6,6,7,8,5,4,8,7,10,6,10,8,11,12
14397,4,10,6,7,5,7,8,6,5,8,5,9,3,6,6,11,6
14398,5,8,5,6,2,4,11,3,8,12,11,4,1,10,2,4,17
14399,2,1,2,2,1,6,7,8,7,6,6,6,2,8,3,8,8
14400,8,13,6,8,5,7,7,4,4,10,6,9,3,9,8,11,12
14401,7,12,6,6,4,8,3,4,3,7,4,4,4,7,5,8,23
14402,2,4,3,3,1,7,6,0,7,13,7,10,0,8,1,8,18
14403,2,1,2,2,1,9,6,7,4,6,6,9,3,8,3,8,14
14404,4,8,6,6,4,8,8,3,9,5,5,6,3,9,7,8,16
14405,0,6,0,4,0,7,7,5,3,7,6,8,0,8,0,8,18
14406,3,2,4,4,2,5,8,7,7,9,8,13,1,9,4,10,22
14407,2,7,3,5,3,7,8,5,8,7,6,10,1,9,7,7,0
14408,4,7,5,5,2,7,6,7,9,6,5,10,1,8,6,11,23
14409,2,4,3,3,1,6,8,7,7,8,8,13,1,9,4,10,22
14410,4,10,5,8,4,3,6,7,4,7,7,12,3,8,3,11,11
14411,5,9,4,4,2,11,3,2,3,9,2,6,4,7,3,10,23
14412,7,10,10,8,7,4,7,2,7,10,10,11,3,8,3,6,11
14413,3,6,4,4,2,7,7,4,14,9,6,8,0,8,8,8,0
14414,6,9,6,4,4,8,8,5,3,10,5,6,5,10,5,6,1
14415,3,6,5,4,6,9,9,4,4,7,6,6,3,8,7,5,8
14416,4,5,5,5,5,7,8,4,5,7,5,7,4,9,8,7,4
14417,7,11,9,8,7,9,6,4,7,10,5,6,3,8,6,10,24
14418,4,7,5,5,3,7,5,3,0,7,1,8,2,7,1,8,10
14419,3,4,4,5,3,8,8,6,2,5,7,10,3,9,5,10,14
14420,3,6,4,4,2,6,5,1,9,7,2,10,0,7,3,8,15
14421,4,4,6,3,3,8,11,2,2,6,9,8,7,11,0,7,19
14422,4,7,5,5,2,6,11,2,8,11,9,5,1,11,3,4,21
14423,3,6,4,4,3,9,7,4,5,10,4,5,3,8,2,8,8
14424,1,0,2,1,1,8,7,6,3,6,6,9,2,8,3,8,14
14425,1,0,2,0,0,7,7,6,4,7,6,8,2,8,3,8,13
14426,3,6,4,4,4,8,7,5,3,7,6,9,4,8,7,9,12
14427,3,3,4,2,2,8,6,6,3,6,7,8,6,6,1,7,7
14428,3,5,4,3,2,5,8,5,7,10,9,9,3,9,2,6,20
14429,4,9,5,6,4,7,5,3,0,6,1,8,2,7,1,7,10
14430,8,10,10,9,11,7,7,5,4,7,6,7,8,9,6,5,5
14431,6,12,6,6,4,6,8,5,7,9,6,6,5,9,7,5,8
14432,7,12,6,6,4,10,5,4,7,11,4,8,3,8,8,11,14
14433,9,13,6,7,4,6,5,6,4,10,6,10,6,8,5,7,13
14434,3,6,4,4,1,7,7,4,4,7,6,8,3,8,4,8,16
14435,5,5,6,8,3,8,7,6,9,4,6,8,0,8,9,8,2
14436,6,10,6,7,3,5,10,10,6,8,5,5,2,10,4,8,1
14437,4,6,6,4,5,8,8,6,7,7,6,6,6,8,3,8,3
14438,4,7,6,9,7,6,8,5,2,8,7,6,9,12,7,8,1
14439,2,3,3,2,1,8,7,6,4,9,6,8,2,8,2,8,13
14440,1,1,2,1,0,7,10,2,2,7,12,8,1,11,0,8,17
14441,1,1,2,2,1,4,7,5,8,7,6,13,0,8,6,9,12
14442,4,10,4,8,3,5,6,10,8,5,4,5,3,8,4,8,8
14443,3,5,5,5,4,9,8,3,4,6,8,7,4,10,4,5,10
14444,4,9,7,7,5,9,10,2,3,6,9,8,7,11,1,8,19
14445,2,1,2,2,1,7,7,6,5,6,6,10,2,9,4,9,23
14446,6,11,6,8,4,3,11,1,2,9,10,8,4,11,1,7,9
14447,3,8,5,6,4,8,7,4,5,9,3,8,3,7,4,11,6
14448,2,1,2,2,1,8,6,6,6,6,5,10,1,7,5,10,23
14449,3,6,4,4,3,8,7,5,10,7,5,8,2,9,8,8,0
14450,5,6,7,6,8,6,8,6,5,6,6,8,7,8,8,10,19
14451,3,3,4,4,2,8,9,5,9,5,6,6,0,8,9,7,2
14452,1,0,1,0,0,3,11,4,3,11,9,7,0,8,2,8,4
14453,4,6,5,4,5,7,8,4,6,7,6,8,5,7,5,6,21
14454,2,1,3,2,2,7,7,7,5,7,5,8,2,8,3,8,13
14455,5,7,6,5,5,7,10,8,6,8,6,7,3,7,3,9,3
14456,4,9,6,6,6,8,7,4,5,9,6,6,3,9,5,8,24
14457,4,10,5,8,4,3,6,7,4,7,7,12,3,8,3,11,11
14458,7,11,9,8,9,8,8,4,6,7,6,7,7,7,7,9,24
14459,3,8,5,6,5,7,7,6,6,6,6,6,2,8,6,9,24
14460,2,4,4,2,2,11,2,2,1,9,2,9,2,7,2,9,10
14461,6,11,6,8,3,4,8,6,8,12,10,12,2,9,3,7,22
14462,6,10,7,8,6,7,8,7,4,10,7,7,5,9,4,9,13
14463,5,9,6,7,5,8,7,7,5,7,6,7,2,8,9,8,2
14464,4,8,6,6,2,4,10,2,8,10,13,9,1,11,2,7,17
14465,5,6,6,8,4,5,12,8,3,7,3,9,3,7,7,11,6
14466,7,10,6,5,2,5,10,3,8,13,7,5,2,8,4,4,21
14467,3,9,5,6,3,6,7,7,6,5,7,9,2,7,4,9,23
14468,5,11,7,8,4,7,9,4,1,7,13,8,5,9,2,9,9
14469,7,6,10,6,10,7,8,4,4,7,5,7,11,8,5,5,7
14470,2,3,4,2,2,8,6,1,7,11,5,9,2,8,4,10,12
14471,5,5,5,8,1,0,0,6,6,0,1,5,0,8,0,8,15
14472,3,5,4,6,3,8,7,7,5,8,7,8,2,9,4,9,14
14473,3,7,4,5,4,8,7,2,6,11,6,8,3,8,4,10,12
14474,4,4,5,3,2,4,9,5,7,11,10,9,3,9,2,7,20
14475,3,7,4,5,3,7,7,12,1,6,6,8,5,8,0,8,5
14476,1,1,2,2,1,7,12,3,6,7,10,9,1,11,1,8,21
14477,6,9,6,7,7,4,9,2,3,9,8,8,7,11,2,6,19
14478,2,1,3,2,1,6,7,6,10,7,6,14,0,8,4,9,22
14479,3,7,3,5,2,8,7,7,5,9,5,8,3,8,3,8,13
14480,6,7,8,10,10,8,9,5,2,5,7,9,8,15,8,14,14
14481,3,10,4,7,3,11,5,2,6,11,2,7,0,7,1,7,25
14482,4,7,5,5,3,9,7,4,7,11,5,5,3,8,3,8,8
14483,4,10,4,8,1,0,1,5,6,0,0,6,0,8,0,8,15
14484,7,12,6,6,3,9,6,6,6,3,9,8,5,10,3,6,20
14485,2,3,3,1,1,6,7,1,6,10,7,10,3,8,2,8,11
14486,8,12,9,7,5,1,8,2,3,9,11,9,9,9,1,6,19
14487,4,8,6,6,5,6,9,7,4,9,7,4,2,10,3,7,1
14488,3,5,6,4,3,8,7,1,9,10,4,8,2,8,3,8,16
14489,3,4,5,6,1,7,10,1,3,7,12,8,1,11,0,8,17
14490,4,5,7,4,4,8,8,3,6,10,6,8,3,8,3,8,3
14491,6,9,7,4,3,8,10,4,5,5,5,8,8,8,2,7,7
14492,5,9,8,7,7,10,6,3,6,10,4,6,2,8,5,10,24
14493,3,10,5,8,4,6,3,1,2,5,2,8,2,5,3,6,10
14494,1,4,3,3,1,6,5,2,9,7,2,10,0,7,3,7,15
14495,3,7,4,5,2,7,7,4,4,7,6,7,2,8,4,8,16
14496,3,3,5,2,2,5,9,3,5,10,9,8,3,9,3,6,3
14497,4,6,5,4,3,9,7,4,5,10,3,7,3,7,4,10,6
14498,2,6,3,4,2,8,8,6,5,6,7,9,2,7,5,11,23
14499,4,6,5,4,2,8,6,4,7,15,6,10,1,6,1,7,25
14500,5,10,7,9,4,9,9,8,6,5,9,9,3,7,5,9,14
14501,4,9,5,7,4,5,11,2,7,11,9,5,1,10,3,5,4
14502,7,9,7,7,4,4,8,6,8,10,10,9,3,9,2,5,20
14503,3,5,4,4,2,6,6,6,5,9,7,11,2,9,4,10,23
14504,4,8,5,6,2,5,7,7,10,7,5,12,1,9,4,9,22
14505,3,8,4,6,2,7,7,14,2,5,6,8,6,8,0,8,5
14506,2,2,2,3,2,8,9,5,2,8,8,10,2,9,4,9,14
14507,4,6,5,4,5,9,9,5,2,6,7,8,6,9,4,9,23
14508,6,8,6,6,3,3,12,3,3,10,11,8,2,10,1,8,9
14509,10,9,8,13,5,8,9,3,3,6,11,5,4,10,7,7,17
14510,4,4,5,3,3,6,11,3,2,7,9,8,7,11,1,8,19
14511,4,8,4,6,4,8,7,8,3,10,6,8,3,8,3,8,13
14512,4,6,4,4,1,7,5,13,5,7,15,8,3,9,0,8,20
14513,4,10,7,8,5,12,3,2,2,9,2,9,2,6,2,8,10
14514,8,10,8,8,5,3,12,2,3,9,11,8,4,12,2,7,9
14515,2,3,3,4,1,8,13,0,6,6,11,8,0,8,0,8,21
14516,3,6,5,6,4,7,7,5,6,7,5,7,4,7,6,5,8
14517,3,4,5,3,3,7,7,3,6,10,6,8,3,8,3,8,3
14518,2,1,2,2,2,5,7,4,6,7,6,10,3,8,3,10,11
14519,6,11,6,8,6,7,7,8,4,10,6,9,4,9,5,5,13
14520,5,6,5,4,2,3,10,2,7,11,11,6,1,11,2,4,17
14521,2,3,2,1,1,7,8,5,4,7,6,7,4,9,1,6,5
14522,4,5,5,4,5,7,7,5,4,6,5,7,6,9,6,11,9
14523,2,5,3,4,2,7,7,5,9,6,6,8,1,8,7,8,0
14524,4,6,4,4,3,6,8,7,4,10,8,8,3,8,2,7,13
14525,1,0,2,0,0,7,4,2,0,7,2,8,2,7,1,8,10
14526,3,4,4,6,1,7,7,4,4,7,6,8,3,8,4,8,16
14527,4,5,6,5,4,8,9,4,5,7,6,9,3,8,8,7,18
14528,4,6,5,4,4,7,7,5,7,7,6,6,3,7,5,8,6
14529,2,3,3,5,1,11,2,10,3,13,8,14,1,6,0,8,25
14530,9,10,6,14,6,8,4,5,4,12,7,9,3,8,12,7,0
14531,6,9,9,8,11,10,7,5,5,7,5,8,10,11,9,4,19
14532,5,9,6,8,3,7,5,9,8,5,4,7,3,8,4,8,14
14533,2,7,3,5,2,8,6,5,10,7,6,7,1,7,8,8,0
14534,4,9,6,6,7,7,7,4,3,6,7,10,8,10,6,6,22
14535,6,10,6,5,4,9,6,4,7,11,4,9,3,7,8,11,14
14536,5,9,7,7,4,3,8,3,7,11,10,12,3,8,4,6,11
14537,5,11,8,8,6,8,9,3,5,13,5,4,4,10,4,8,1
14538,3,8,4,6,4,7,7,12,1,6,6,8,5,8,0,8,5
14539,4,9,5,7,5,8,8,6,6,7,6,9,3,8,3,8,3
14540,3,9,4,6,2,5,8,0,8,14,7,8,0,8,1,7,18
14541,4,10,5,8,4,8,7,12,2,6,9,8,8,6,0,8,7
14542,2,6,3,4,2,10,6,1,8,12,3,7,0,7,0,8,25
14543,4,8,6,6,6,7,8,6,6,7,6,10,6,8,3,8,3
14544,4,10,4,8,3,7,7,14,2,5,6,8,6,8,0,8,5
14545,3,6,4,5,4,8,6,5,5,7,7,9,3,8,7,10,15
14546,2,4,3,3,1,7,4,1,8,8,2,10,0,7,2,8,15
14547,7,11,9,8,6,8,7,9,5,7,6,6,4,8,5,10,13
14548,3,4,4,2,2,4,10,2,7,10,10,5,2,11,3,4,17
14549,4,4,6,3,3,6,6,3,4,10,9,10,8,4,3,8,7
14550,1,0,1,1,0,7,7,2,10,8,6,8,0,8,6,8,0
14551,3,5,4,4,2,6,8,6,7,7,9,9,3,9,1,8,20
14552,4,7,6,6,5,7,7,4,5,7,6,7,3,9,8,11,15
14553,5,7,7,5,3,7,7,3,4,10,7,8,5,8,0,7,5
14554,3,4,4,5,2,6,10,9,4,7,4,8,3,7,5,10,6
14555,4,9,4,4,3,8,5,3,5,11,5,10,3,5,6,8,15
14556,3,7,4,5,3,6,6,6,5,10,7,13,2,9,4,10,23
14557,4,5,4,8,2,1,12,5,5,11,11,8,0,8,2,6,4
14558,2,3,3,1,1,4,11,2,6,11,10,5,0,10,1,5,17
14559,5,6,5,4,2,4,14,5,5,12,9,3,1,11,1,5,21
14560,1,0,2,0,0,6,7,7,6,7,6,6,2,8,3,8,8
14561,5,6,5,4,2,4,9,5,7,12,11,8,3,9,1,6,20
14562,2,4,3,5,3,8,7,6,3,8,6,9,2,9,3,9,14
14563,3,3,4,5,3,7,7,12,1,8,9,8,8,6,0,8,7
14564,3,9,4,6,2,4,11,9,3,9,6,4,1,10,4,8,1
14565,3,8,4,9,5,9,7,8,3,5,6,9,3,8,6,10,14
14566,3,9,5,6,3,10,3,2,2,8,2,10,3,5,3,7,10
14567,2,5,4,3,2,7,7,6,6,6,6,10,2,8,4,9,23
14568,4,10,5,8,3,5,3,6,8,1,2,4,1,6,1,5,15
14569,8,12,7,7,2,5,11,3,7,13,7,4,2,8,4,4,21
14570,4,7,6,5,7,8,6,4,2,7,6,9,6,8,7,13,23
14571,3,2,4,3,3,5,10,4,5,10,8,4,1,10,4,7,1
14572,2,6,2,4,1,0,1,5,6,0,0,6,0,8,0,8,15
14573,3,7,4,5,3,7,11,1,2,6,10,8,3,12,1,8,9
14574,6,6,6,8,3,5,10,10,6,8,6,5,2,10,4,8,1
14575,4,11,6,8,4,5,3,3,9,6,1,8,1,6,3,6,15
14576,10,9,10,4,4,7,11,5,5,4,5,10,10,12,2,7,7
14577,3,3,3,4,1,1,14,5,3,12,10,5,0,8,2,6,4
14578,4,7,5,5,2,8,6,8,8,7,5,8,3,8,4,8,13
14579,3,6,5,4,5,6,5,3,2,6,5,6,2,8,7,4,2
14580,4,10,6,8,3,8,9,4,2,6,13,8,3,10,0,8,9
14581,8,9,12,8,13,7,7,5,5,6,5,8,10,9,9,8,19
14582,3,7,4,5,2,7,8,8,7,7,7,8,3,8,4,8,13
14583,6,10,6,7,6,8,7,8,4,8,5,6,5,8,5,9,13
14584,1,4,2,2,1,8,6,3,6,14,6,10,1,7,1,7,25
14585,6,11,4,6,3,6,7,6,3,9,7,9,5,10,5,8,13
14586,5,11,5,6,4,8,8,2,4,10,5,6,4,9,7,7,4
14587,3,4,5,6,1,6,15,1,6,8,11,7,0,8,0,8,21
14588,3,5,6,6,2,6,5,3,1,6,0,8,2,7,2,7,10
14589,5,8,8,6,6,7,6,3,6,10,7,8,3,8,3,7,3
14590,6,10,9,8,5,3,7,3,7,10,11,12,4,7,4,7,11
14591,3,9,4,7,4,6,9,8,3,7,5,8,2,7,5,11,6
14592,6,11,8,8,7,9,8,4,5,9,4,7,3,7,4,11,6
14593,3,8,5,6,3,12,2,3,2,10,2,9,2,6,3,8,10
14594,1,8,2,6,2,7,7,0,8,7,6,8,0,8,3,8,18
14595,3,11,4,8,2,7,7,0,8,14,6,8,0,8,1,8,18
14596,6,7,9,5,6,8,6,2,5,9,6,7,8,6,2,7,7
14597,3,9,4,7,2,7,9,0,8,14,6,5,0,9,2,7,18
14598,7,12,7,7,3,7,7,5,3,13,9,10,3,10,3,8,2
14599,6,9,9,8,10,5,9,4,4,6,4,10,10,5,9,9,6
14600,4,10,6,7,4,7,9,6,5,7,6,7,6,8,2,6,5
14601,6,9,8,7,6,8,4,9,5,7,4,8,3,8,4,8,14
14602,3,5,6,4,3,7,7,2,10,12,6,8,1,8,5,7,0
14603,4,5,7,4,4,6,6,3,4,9,9,10,7,5,2,8,7
14604,5,4,6,3,3,5,11,3,2,9,8,7,7,12,2,6,19
14605,4,9,5,6,2,7,4,15,6,7,13,8,3,9,0,8,20
14606,4,9,4,4,2,8,8,2,4,12,5,6,1,10,5,11,18
14607,5,10,5,8,4,8,7,8,5,10,6,8,3,8,3,8,13
14608,3,2,4,4,2,6,8,7,8,9,8,13,1,9,4,10,22
