@relation letter-weka.filters.unsupervised.attribute.RandomProjection-N10-R10-DSparse1-weka.filters.unsupervised.attribute.RandomProjection-N16-R10-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}

@data
48,-18,60,102,-120,-123,-63,-12,21,111,-54,48,-93,-72,-27,6,M
54,-45,0,12,-15,-24,-6,18,-60,30,-27,24,-84,-126,-48,-0,U
-12,-0,48,135,-117,-111,-87,-6,-3,84,-30,75,-108,-99,-60,-39,T
90,-54,45,-54,9,-42,15,33,-18,117,-27,-27,-72,-36,-48,6,J
21,-15,57,60,-66,-96,-51,12,-6,114,-15,27,-114,-63,-60,-30,G
48,-18,45,27,-36,-75,-42,21,-27,99,-15,18,-102,-87,-72,-21,P
75,-51,57,-42,6,-45,12,42,-15,132,-36,-21,-72,-18,-45,6,J
3,9,51,165,-168,-162,-111,-42,24,120,-42,75,-111,-87,-57,-45,B
45,-48,93,42,-39,-69,-30,63,-9,147,-60,36,-90,-39,-45,6,J
45,-36,27,-36,-3,-30,15,33,-42,60,-45,0,-78,-54,-69,-6,Q
-6,-3,93,228,-177,-159,-138,-0,27,117,-45,120,-126,-93,-21,-21,C
-24,-3,90,186,-150,-153,-105,-3,33,174,-48,78,-114,-33,-21,-30,X
-6,-30,51,87,-72,-81,-36,9,3,135,-48,33,-75,-0,-9,-18,Y
39,-21,33,66,-75,-108,-39,-27,12,156,-21,-3,-84,-21,-6,-12,N
15,3,72,147,-132,-132,-96,6,-0,99,-45,84,-129,-135,-63,-9,P
39,-9,51,54,-69,-90,-45,12,-12,81,-30,33,-108,-96,-60,-3,P
3,3,54,144,-135,-138,-102,-30,30,120,-12,60,-99,-75,-45,-45,O
-42,12,6,-6,12,-3,3,27,-45,-3,6,9,-72,-48,-63,-30,L
24,3,66,168,-150,-153,-123,-18,15,105,-21,84,-126,-114,-51,-33,E
-12,-0,54,126,-81,-84,-84,24,-24,69,-21,78,-108,-105,-54,-27,D
-33,-6,69,162,-120,-99,-102,21,-3,66,-33,108,-108,-102,-63,-45,S
45,-3,27,9,-24,-66,-27,9,-30,63,6,0,-108,-93,-60,-9,K
42,-15,90,138,-108,-120,-102,27,6,132,-42,81,-105,-117,-51,-3,A
36,-30,27,-21,-15,-54,21,12,-24,102,-39,-24,-87,-3,-27,3,V
39,-12,-15,-15,-9,-27,-6,3,-63,15,-15,9,-81,-141,-90,-18,N
30,-12,36,105,-129,-129,-81,-30,3,105,-48,57,-96,-93,-75,-45,Y
-0,-15,48,105,-96,-90,-48,-0,6,96,-54,51,-78,-42,-15,-3,H
-15,-15,96,207,-165,-159,-129,-3,39,174,-39,99,-114,-63,-36,-48,Z
24,-36,45,15,-21,-54,-15,24,-12,123,-21,3,-75,-21,-42,-24,C
15,-21,18,-30,-21,-30,6,21,-36,9,-27,15,-87,-78,-99,-33,B
42,-33,69,54,-6,-36,-39,78,-54,78,-39,51,-96,-81,-30,21,I
-39,12,54,207,-141,-105,-99,6,-9,69,-69,117,-93,-120,-18,6,N
-18,-15,72,108,-60,-72,-72,45,-18,111,-27,69,-96,-72,-57,-33,C
63,-48,66,-27,3,-45,3,51,-15,132,-36,-9,-75,-21,-48,3,J
-30,-27,84,129,-84,-72,-72,54,-12,96,-60,96,-90,-54,-51,-30,Z
-3,-30,78,78,-75,-84,-48,36,-0,123,-54,54,-93,-30,-57,-30,Z
-15,-18,39,69,-75,-57,-48,21,-21,27,-39,72,-87,-99,-90,-45,S
60,-21,69,66,-81,-102,-63,15,6,105,-30,42,-99,-96,-60,-6,A
30,-24,42,24,-39,-51,-21,30,-27,57,-39,33,-87,-87,-66,-6,O
27,-33,48,87,-78,-105,-51,-9,9,165,-24,18,-90,-24,-12,-24,U
3,3,33,132,-114,-105,-84,-18,-3,66,-24,69,-96,-114,-45,-24,U
24,-24,66,123,-114,-99,-75,15,3,78,-60,84,-90,-93,-42,-6,G
-9,-18,54,51,-54,-63,-33,36,-27,66,-42,48,-105,-57,-72,-30,E
6,12,48,144,-165,-162,-102,-45,24,93,-30,66,-126,-84,-63,-48,H
-39,15,69,210,-192,-168,-123,-21,12,111,-66,114,-138,-108,-72,-48,D
-0,-6,60,72,-57,-75,-57,36,-27,66,-18,54,-120,-90,-72,-27,G
27,-9,27,24,-54,-75,-30,6,-33,51,-24,24,-114,-96,-84,-27,Q
-0,-36,69,63,-66,-69,-30,36,-3,108,-63,48,-81,-21,-45,-18,Z
15,-18,48,93,-75,-72,-54,21,-18,69,-45,63,-87,-96,-42,-3,X
0,0,69,165,-162,-150,-93,-15,18,123,-72,84,-114,-84,-45,-15,M
60,-42,66,48,-57,-81,-33,30,-9,120,-51,30,-93,-57,-33,9,S
9,-3,21,93,-99,-105,-42,-27,-9,108,-54,30,-90,-63,-27,-6,W
57,-18,84,108,-111,-126,-90,18,6,120,-42,69,-117,-126,-72,-9,A
30,-15,18,-54,0,-30,18,24,-42,24,-21,-9,-93,-66,-90,-18,R
21,-3,60,129,-102,-123,-111,6,-15,108,-6,72,-129,-126,-81,-51,Q
-0,-9,57,117,-120,-117,-84,0,-3,93,-42,75,-114,-99,-84,-48,I
-9,-9,54,63,-45,-75,-63,21,-9,108,9,33,-96,-51,-72,-60,E
45,-18,24,-69,12,-27,27,24,-27,54,-24,-27,-69,-39,-72,-3,A
60,-45,72,-3,-15,-60,-12,48,-12,138,-36,3,-87,-36,-51,-0,J
-3,27,48,201,-213,-210,-120,-81,48,162,-57,63,-117,-45,-24,-36,M
3,15,57,195,-192,-186,-141,-57,42,123,-9,84,-129,-114,-63,-63,E
9,-18,75,138,-132,-120,-81,6,18,111,-60,81,-99,-81,-45,-15,D
-12,3,108,192,-165,-168,-126,12,24,147,-45,102,-150,-90,-63,-36,B
12,-18,3,-48,-18,-48,45,-3,-36,93,-69,-33,-75,-0,-60,-9,W
18,12,51,144,-150,-153,-108,-33,15,87,-15,69,-132,-120,-66,-39,E
-33,6,108,303,-234,-201,-189,-24,63,159,-33,150,-126,-108,-30,-54,Q
12,-15,57,99,-84,-90,-63,18,-12,90,-42,60,-99,-75,-45,-15,X
-9,-3,75,138,-84,-90,-93,33,-6,99,-24,81,-96,-84,-42,-21,L
3,9,57,192,-183,-189,-114,-60,45,174,-33,57,-120,-51,-12,-33,M
12,-36,66,69,-30,-48,-18,63,-42,99,-69,45,-96,-24,-0,27,T
42,-18,87,114,-108,-123,-90,24,3,126,-45,72,-117,-108,-69,-15,A
0,-12,57,111,-102,-111,-66,0,3,135,-54,51,-90,-36,-39,-27,L
-9,6,96,201,-159,-159,-129,9,15,138,-45,105,-138,-102,-51,-27,D
0,-12,48,93,-66,-63,-63,33,-33,57,-39,75,-93,-120,-72,-21,Q
9,3,51,114,-114,-144,-63,-24,6,171,-51,24,-114,-21,-21,-15,W
-9,-6,117,183,-123,-144,-123,33,24,180,-27,87,-126,-51,-33,-30,L
-9,-9,66,135,-111,-96,-90,27,-18,54,-45,102,-117,-123,-78,-33,B
81,-51,87,24,-24,-69,-54,66,-27,147,-33,39,-99,-117,-99,-18,J
72,-18,12,9,-21,-48,-24,12,-48,30,-9,15,-96,-138,-57,9,H
15,-27,78,78,-81,-93,-45,33,-3,129,-66,51,-99,-51,-54,-9,F
21,-6,36,9,-33,-57,-21,12,-9,72,-18,9,-72,-57,-66,-18,A
66,-51,78,6,-9,-54,-18,60,-18,144,-42,12,-81,-39,-45,6,J
-42,-9,54,156,-126,-99,-75,9,-9,90,-75,96,-93,-72,-48,-30,D
-42,6,72,183,-135,-126,-108,6,6,114,-39,96,-114,-72,-45,-42,X
-3,-18,78,102,-90,-90,-60,39,-12,102,-66,75,-105,-78,-66,-15,D
-9,-6,36,60,-69,-81,-45,0,-9,81,-18,33,-96,-60,-69,-45,G
0,-30,69,87,-90,-87,-48,24,3,108,-60,60,-90,-48,-54,-24,S
48,-42,3,54,-51,-60,-33,-9,-36,66,-12,27,-93,-117,-36,-18,U
0,-21,45,42,-51,-60,-27,27,-24,66,-39,39,-96,-57,-66,-27,E
39,-36,36,51,-39,-54,-12,30,-42,78,-57,30,-96,-66,-9,27,Y
-21,0,60,108,-75,-87,-69,24,-15,96,-27,60,-105,-63,-51,-30,K
-9,-12,39,51,-78,-84,-33,6,-18,75,-48,39,-105,-54,-81,-42,B
21,-36,90,63,-54,-87,-39,45,3,162,-48,30,-96,-3,-30,-9,I
-42,-3,78,192,-141,-117,-105,21,-3,90,-63,117,-114,-78,-42,-30,X
-27,-6,63,117,-90,-84,-69,30,-18,75,-48,81,-105,-78,-63,-30,E
30,0,6,93,-60,-60,-66,3,-54,21,-15,63,-96,-186,-60,-3,N
111,-54,72,45,-21,-60,-60,60,-36,111,-21,45,-96,-150,-54,18,J
12,-9,60,96,-66,-99,-75,18,-15,123,-3,42,-120,-78,-51,-33,C
30,-6,60,39,-27,-51,-33,48,-27,66,-36,36,-84,-81,-48,18,A
33,-27,45,60,-72,-66,-33,18,-12,69,-72,51,-63,-66,-42,6,J
45,-24,78,120,-72,-114,-84,18,6,171,-12,36,-102,-30,9,-3,F
57,-33,15,-105,42,3,54,42,-51,21,-30,-33,-72,-45,-72,9,P
33,-36,27,-18,-18,-48,21,15,-24,96,-45,-15,-81,-12,-33,-0,V
51,-39,9,-12,-21,-42,21,6,-36,63,-45,-9,-81,-45,-21,15,V
0,-3,72,171,-129,-126,-126,12,-6,84,-15,105,-132,-135,-72,-48,B
-0,-36,27,-45,12,-9,48,51,-57,57,-72,-3,-81,-6,-57,0,Y
54,-42,27,-78,33,-15,42,36,-33,78,-27,-39,-66,6,-39,3,F
66,-24,-6,-99,45,9,45,33,-69,-3,-21,-27,-72,-102,-84,12,H
-9,0,111,204,-126,-141,-138,30,21,165,-21,99,-117,-66,-24,-27,L
39,-24,72,111,-66,-90,-72,30,-6,129,-30,51,-90,-57,-3,9,F
48,-21,51,9,-48,-69,-18,18,-3,75,-36,15,-84,-63,-60,0,A
-39,12,15,-6,12,-9,0,30,-39,15,6,6,-72,-39,-63,-30,L
27,-21,6,0,-48,-54,6,-9,-24,45,-48,6,-75,-57,-54,-9,M
-9,-24,75,57,-63,-69,-30,48,-15,99,-69,54,-96,-45,-72,-18,X
18,-21,27,66,-90,-87,-42,-9,-15,90,-66,45,-75,-72,-69,-30,P
33,-3,12,84,-48,-54,-60,15,-60,27,-21,60,-96,-174,-57,3,N
12,-18,72,111,-90,-111,-81,18,-3,135,-24,57,-117,-75,-57,-36,G
15,-15,39,78,-114,-111,-36,-24,15,105,-66,33,-84,-36,-36,-12,M
12,-12,57,135,-141,-123,-84,-9,9,78,-63,84,-99,-81,-51,-24,D
-3,-24,18,-21,-9,-18,12,30,-42,30,-36,15,-75,-57,-84,-30,D
15,-18,30,42,-48,-51,-27,27,-45,24,-39,48,-105,-105,-69,-12,Q
27,-30,36,-0,-33,-51,9,21,-21,93,-66,6,-69,-24,-45,3,N
6,-48,51,36,-39,-39,0,42,-21,102,-84,36,-57,-9,-30,0,T
0,-39,66,129,-96,-96,-60,12,12,159,-60,57,-72,-12,0,-15,Y
66,-9,9,15,-18,-54,-45,9,-54,45,12,18,-102,-171,-90,-18,H
18,-21,24,6,-36,-54,18,15,-36,81,-75,3,-84,-24,-33,15,W
12,3,69,138,-93,-102,-93,18,0,96,-24,72,-96,-90,-27,-3,A
15,-21,87,183,-153,-129,-102,15,15,117,-84,111,-96,-99,-30,3,P
-24,-15,81,177,-129,-111,-108,27,-3,96,-51,114,-111,-90,-54,-39,Z
39,-21,39,21,-39,-57,-24,21,-21,63,-30,24,-84,-81,-60,-6,O
-12,3,96,213,-168,-171,-135,-6,33,177,-42,96,-123,-72,-36,-36,K
-15,-12,78,222,-171,-153,-117,-18,39,162,-54,96,-96,-54,6,-18,X
0,3,48,84,-78,-87,-57,9,-9,69,-27,48,-99,-72,-51,-18,R
-21,3,81,174,-129,-138,-117,9,6,132,-24,87,-129,-72,-51,-48,E
6,-6,39,84,-123,-120,-39,-30,18,108,-66,33,-90,-39,-42,-15,M
3,-21,66,75,-75,-96,-42,15,6,141,-45,30,-93,-9,-33,-21,K
27,-42,24,-24,-3,-24,24,27,-30,84,-51,-6,-57,-15,-39,-3,U
6,-15,33,9,-27,-54,-15,21,-30,78,-24,12,-93,-51,-75,-33,H
33,-3,-12,24,-30,-48,-36,-6,-60,27,-3,24,-93,-162,-93,-30,N
-69,36,72,165,-57,-81,-111,39,-15,105,21,75,-102,-60,-30,-39,L
0,0,54,168,-156,-150,-102,-33,24,132,-45,72,-102,-69,-33,-33,A
-27,6,81,174,-171,-159,-102,-15,33,138,-60,87,-120,-69,-60,-39,K
24,-39,51,33,-42,-54,-9,36,-24,93,-69,30,-78,-24,-33,3,F
12,-21,54,129,-99,-123,-81,-18,21,177,-12,33,-90,-24,-6,-36,U
30,-27,12,-60,9,-12,30,30,-48,21,-36,-6,-75,-63,-84,-12,Q
27,-18,66,138,-138,-126,-90,-6,18,93,-48,81,-102,-96,-45,-18,G
30,-24,45,69,-69,-93,-36,0,-3,138,-45,18,-84,-27,-15,-3,N
3,-18,54,138,-132,-108,-72,-3,6,84,-75,84,-84,-69,-33,-12,I
30,-33,51,57,-39,-66,-21,36,-36,111,-54,27,-102,-39,-12,15,Y
30,-36,78,78,-12,-36,-48,87,-54,90,-48,66,-93,-78,-24,21,I
24,-24,69,162,-114,-135,-108,-12,27,180,-3,54,-99,-54,-3,-33,C
-21,3,57,165,-144,-132,-93,-12,6,111,-57,84,-108,-78,-45,-30,H
51,-21,60,33,-54,-81,-39,21,-3,99,-30,24,-90,-72,-60,-6,A
15,-15,42,72,-72,-87,-57,6,-15,99,-27,42,-96,-84,-69,-36,X
12,-27,45,48,-63,-69,-24,15,-9,87,-51,33,-81,-39,-45,-15,P
-6,-45,42,72,-72,-54,-18,15,-0,99,-78,48,-45,-9,-18,-12,Y
45,-36,30,-24,-6,-45,21,21,-27,99,-39,-21,-81,-9,-24,9,V
12,-30,57,12,-30,-48,-9,42,-18,87,-48,24,-81,-33,-63,-15,S
-6,-0,51,87,-123,-126,-63,-12,-0,84,-45,54,-129,-75,-93,-51,S
48,-27,39,-9,-18,-45,-6,33,-33,63,-36,12,-87,-75,-66,0,O
-12,3,84,189,-177,-168,-120,-18,36,138,-45,93,-126,-81,-54,-42,B
-12,24,69,216,-207,-201,-150,-51,39,132,-24,96,-144,-105,-66,-63,M
-36,12,69,192,-174,-171,-132,-27,21,135,-24,93,-141,-87,-81,-81,J
99,-54,78,12,-9,-48,-36,72,-36,102,-36,36,-93,-120,-66,18,J
81,-54,81,9,-12,-42,-27,78,-36,96,-51,42,-90,-111,-75,15,J
21,-0,60,75,-54,-78,-66,36,-30,63,-15,54,-117,-108,-66,-12,R
-15,-12,33,39,-78,-78,-21,3,-18,63,-54,36,-102,-54,-87,-42,B
-21,-9,45,36,-42,-60,-21,27,-24,75,-33,27,-99,-27,-63,-33,K
27,-27,45,78,-69,-87,-42,-0,3,129,-36,24,-75,-24,-6,-6,K
-3,-15,57,90,-69,-75,-48,30,-21,90,-54,57,-93,-54,-39,-9,D
-3,-9,84,75,-57,-87,-57,39,3,129,-21,39,-102,-33,-51,-24,L
18,-27,81,141,-102,-96,-87,36,-6,96,-48,93,-105,-105,-39,-6,C
-9,-30,42,111,-93,-63,-33,27,-33,54,-99,84,-84,-78,-27,12,V
-12,-9,78,186,-165,-138,-108,0,18,99,-63,111,-114,-102,-51,-27,B
27,-21,54,78,-87,-105,-69,3,-3,114,-24,45,-105,-81,-75,-45,Q
33,-6,39,168,-165,-138,-123,-45,30,75,-27,93,-78,-138,-54,-39,A
6,-15,87,171,-165,-141,-96,3,27,114,-78,102,-108,-93,-45,-9,P
18,-39,54,12,-6,-45,3,51,-39,120,-51,6,-93,6,-24,-0,T
-36,12,15,-12,18,-6,3,33,-42,15,6,3,-72,-39,-63,-27,L
-3,-6,42,108,-108,-102,-42,6,-30,93,-99,63,-105,-69,-42,6,W
36,-0,45,45,-48,-66,-39,18,-12,57,-24,30,-81,-90,-45,12,A
6,15,66,162,-168,-171,-117,-33,27,102,-15,75,-147,-108,-66,-45,R
6,-24,105,210,-159,-132,-123,27,24,123,-72,129,-99,-99,-27,-6,F
-21,-6,54,129,-93,-84,-84,21,-18,75,-33,87,-99,-114,-72,-39,Q
18,-18,30,60,-63,-60,-42,9,-18,54,-36,48,-72,-96,-60,-18,U
9,-24,39,87,-78,-60,-45,21,-24,48,-63,72,-75,-99,-51,-6,H
-27,6,69,246,-219,-180,-129,-42,42,123,-66,117,-120,-99,-21,-24,H
12,-18,27,-39,-12,-30,15,30,-36,21,-30,6,-93,-60,-93,-24,G
-21,0,63,177,-162,-144,-93,-21,24,144,-72,84,-96,-78,-42,-24,N
30,3,60,117,-66,-102,-96,18,-18,111,9,51,-117,-111,-39,-15,K
24,-15,60,81,-93,-102,-72,9,0,96,-33,57,-99,-93,-84,-39,Z
-15,6,87,177,-174,-171,-108,-18,39,153,-57,81,-123,-51,-48,-36,K
36,-15,27,129,-93,-102,-87,-9,-30,75,-6,63,-123,-147,-36,-18,U
3,3,51,102,-132,-147,-78,-27,9,117,-30,45,-135,-72,-84,-57,E
12,6,78,156,-129,-144,-114,3,6,111,-15,78,-141,-105,-54,-30,R
6,-48,60,93,-66,-66,-36,30,-6,135,-69,51,-63,-12,-6,-6,Y
-9,-21,21,-0,-15,-21,0,33,-45,30,-36,27,-78,-66,-81,-30,D
9,-3,96,204,-174,-174,-138,-6,30,138,-30,102,-144,-99,-45,-36,E
-3,-3,66,183,-159,-129,-105,-9,21,72,-51,105,-102,-105,-30,-12,G
33,-45,78,18,-27,-69,-15,45,-3,159,-42,6,-87,9,-36,-12,I
30,-30,12,-39,-6,-18,18,27,-48,21,-42,9,-75,-81,-87,-15,Q
-57,-0,69,168,-132,-102,-87,21,-6,75,-69,111,-105,-78,-60,-36,X
45,-36,51,-3,21,-12,-3,75,-60,57,-39,24,-84,-69,-42,21,I
21,-18,42,12,-27,-75,-33,15,-21,117,6,-0,-111,-54,-81,-51,C
-3,-21,66,96,-69,-69,-63,42,-21,78,-45,75,-93,-78,-60,-24,Z
-30,-0,66,129,-93,-93,-87,27,-15,75,-18,84,-123,-105,-75,-45,G
21,-24,42,9,-15,-48,-18,36,-36,78,-15,15,-102,-66,-69,-24,C
15,9,66,138,-90,-135,-111,0,-3,147,21,45,-138,-84,-39,-39,K
12,-18,75,105,-108,-96,-57,27,-0,75,-72,78,-102,-84,-51,3,G
6,-3,69,180,-150,-174,-117,-42,48,204,-6,45,-111,-24,-3,-45,K
-54,-24,87,147,-105,-84,-81,45,-0,102,-57,105,-96,-51,-63,-51,Z
24,-21,45,81,-102,-84,-39,3,0,63,-75,60,-75,-84,-45,6,P
24,-18,42,69,-96,-84,-42,3,-6,48,-63,57,-84,-78,-57,-9,D
-6,-6,48,93,-111,-105,-63,-6,3,81,-48,60,-96,-69,-75,-42,F
-15,6,96,222,-192,-186,-144,-15,36,150,-36,108,-147,-96,-54,-48,B
36,3,57,63,-60,-90,-57,15,-6,90,-15,30,-99,-84,-48,0,A
30,-9,27,21,-51,-75,-30,6,-33,54,-21,21,-114,-96,-84,-27,Q
-36,-3,87,120,-72,-84,-75,45,-0,120,-30,69,-96,-36,-45,-30,L
12,-21,3,-21,-33,-39,42,3,-39,54,-87,-6,-69,-24,-42,15,W
-0,-45,60,72,-57,-51,-21,42,-15,111,-84,54,-60,-21,-24,0,T
15,-24,63,60,-66,-72,-33,36,-18,87,-66,51,-93,-63,-57,-3,D
39,-27,9,-69,12,-12,33,27,-48,18,-33,-12,-75,-66,-84,-9,Q
30,-30,9,-72,15,-3,42,30,-45,15,-39,-12,-66,-54,-78,-6,O
27,-12,42,57,-87,-93,-45,-0,-9,60,-39,42,-105,-84,-69,-21,E
30,-24,0,-15,-33,-36,18,-3,-30,30,-51,3,-63,-60,-51,0,M
18,-36,36,24,-33,-48,-6,21,-18,99,-48,15,-66,-24,-33,-9,U
33,6,63,96,-72,-96,-75,18,-6,90,-18,48,-99,-93,-36,6,A
-9,18,51,210,-204,-192,-135,-66,42,144,-39,84,-114,-84,-45,-54,N
-15,-18,63,174,-141,-102,-87,6,12,84,-78,108,-72,-81,-24,-9,D
-6,-12,102,198,-174,-153,-123,12,27,114,-57,120,-132,-105,-57,-30,Q
18,-15,63,177,-150,-135,-108,-18,27,120,-42,87,-90,-93,-21,-18,O
15,-21,39,45,-54,-57,-24,21,-21,60,-48,39,-81,-69,-51,-6,X
-36,-3,57,156,-123,-108,-111,6,-6,78,-18,102,-114,-120,-93,-75,S
-9,-3,57,138,-90,-84,-87,27,-24,69,-33,90,-105,-129,-57,-18,P
-21,-6,39,93,-99,-87,-42,3,-15,69,-66,60,-96,-66,-57,-21,H
3,0,42,117,-138,-147,-81,-33,3,138,-54,51,-114,-69,-78,-54,P
42,-33,30,-27,-9,-30,12,33,-36,51,-42,6,-78,-66,-66,0,O
48,-48,6,-105,42,6,78,39,-60,42,-57,-42,-72,-6,-45,18,Y
0,-15,45,6,-15,-51,-24,30,-21,87,-0,9,-93,-36,-78,-48,E
-39,3,63,183,-102,-87,-114,33,-27,72,-30,117,-105,-129,-57,-36,D
15,-27,27,42,-66,-60,-15,9,-24,63,-72,39,-72,-60,-54,-9,A
3,-12,39,87,-90,-93,-30,6,-27,99,-84,45,-102,-54,-33,6,W
12,-21,24,-24,-9,-30,6,30,-42,42,-30,9,-87,-63,-87,-27,G
18,-15,60,114,-87,-114,-60,3,-0,159,-45,33,-99,-18,3,0,V
6,0,84,120,-102,-123,-87,24,-3,120,-33,66,-132,-81,-63,-24,R
9,-18,36,0,-27,-45,-15,30,-33,42,-21,24,-99,-75,-93,-36,G
-36,-15,66,117,-99,-78,-66,33,-12,66,-60,93,-96,-78,-75,-39,Z
-21,21,45,141,-159,-162,-99,-45,18,105,-24,60,-135,-75,-78,-66,W
-30,-18,45,81,-81,-57,-48,27,-21,30,-51,81,-87,-87,-87,-45,S
57,-42,24,-96,36,-15,51,33,-33,72,-24,-48,-72,6,-48,0,F
-3,-12,42,90,-99,-90,-48,-3,-0,78,-57,54,-81,-51,-45,-21,T
18,-18,24,-18,-15,-36,0,24,-36,45,-27,9,-84,-69,-84,-24,O
6,-3,51,99,-90,-99,-66,9,-15,78,-30,57,-117,-93,-57,-21,H
9,-9,72,132,-123,-126,-84,6,6,111,-48,72,-117,-75,-48,-21,B
15,9,66,138,-90,-135,-111,0,-3,147,21,45,-138,-84,-39,-39,K
-27,18,72,228,-210,-192,-138,-42,36,129,-48,105,-138,-84,-45,-48,B
-9,-0,63,135,-111,-111,-90,12,-9,78,-30,81,-123,-96,-60,-33,B
57,-21,51,-6,-42,-69,-12,21,-9,72,-36,9,-93,-72,-69,3,A
24,-30,75,144,-93,-117,-96,12,9,177,-18,57,-99,-57,-15,-27,C
21,-6,63,144,-132,-144,-99,-12,6,132,-33,66,-126,-96,-51,-30,O
12,-6,60,150,-138,-126,-108,-6,6,72,-27,93,-117,-129,-69,-39,S
3,-36,57,84,-60,-81,-36,21,-9,150,-45,30,-90,-6,-9,-15,Y
12,18,57,108,-99,-129,-102,-3,-9,99,6,54,-138,-123,-93,-51,R
3,-39,72,132,-105,-84,-60,21,18,120,-75,78,-57,-36,-6,0,T
-0,-3,51,120,-81,-87,-78,18,-21,69,-18,69,-111,-102,-42,-18,G
45,-21,33,96,-99,-114,-51,-18,-12,105,-42,33,-114,-72,-12,3,V
-18,18,24,138,-177,-162,-78,-75,36,120,-60,48,-90,-48,-54,-48,M
6,-24,69,30,-60,-84,-21,27,0,120,-48,21,-102,-15,-66,-27,E
-81,39,48,171,-75,-93,-123,6,-9,108,42,72,-102,-84,-57,-78,L
24,-21,48,57,-60,-81,-51,21,-27,90,-27,42,-111,-93,-78,-33,Q
12,-21,84,96,-96,-117,-63,24,3,141,-51,51,-120,-36,-51,-24,E
18,-33,33,18,-39,-63,-6,6,-9,117,-36,0,-75,-12,-36,-21,U
54,-12,9,15,-21,-42,-21,15,-54,27,-21,21,-90,-135,-60,9,N
12,-39,27,-57,27,-3,48,57,-63,60,-63,-9,-81,-12,-60,0,T
3,-6,54,120,-114,-132,-66,-18,12,162,-54,36,-96,-12,-18,-21,W
-9,-18,45,12,-12,-42,-21,39,-30,84,-9,18,-93,-48,-81,-45,C
27,-27,54,60,-51,-60,-42,39,-30,75,-48,54,-90,-93,-60,-6,O
-30,36,60,159,-177,-204,-120,-42,0,150,-27,63,-192,-96,-117,-87,Q
27,-30,108,132,-81,-93,-87,66,-9,135,-60,90,-102,-84,-39,6,J
3,-27,72,99,-93,-90,-54,30,-6,108,-69,69,-96,-63,-54,-15,D
-81,39,72,210,-78,-87,-135,36,-15,99,21,102,-102,-90,-27,-42,L
-24,-18,30,150,-111,-63,-57,12,-27,24,-81,105,-75,-111,-21,6,U
15,-33,45,-9,-24,-48,15,27,-12,102,-54,-3,-72,9,-39,-6,K
0,-3,33,150,-138,-144,-69,-57,36,168,-42,27,-78,0,27,-12,W
21,-12,51,90,-81,-93,-60,12,-15,90,-36,51,-105,-87,-48,-12,P
-21,-15,78,93,-84,-93,-51,30,3,132,-57,54,-96,-27,-54,-27,X
30,-36,30,-3,-15,-51,9,24,-39,108,-45,-6,-93,-24,-39,-6,Y
12,-15,54,63,-84,-99,-39,3,3,114,-45,30,-99,-45,-54,-21,H
-27,-3,27,99,-96,-63,-24,6,-21,36,-93,69,-69,-72,-30,15,M
0,3,96,174,-159,-168,-120,0,24,144,-36,87,-147,-87,-63,-39,B
15,6,75,159,-108,-123,-114,6,15,123,-12,72,-96,-78,-21,-15,A
-24,-12,72,69,-36,-51,-45,54,-15,99,-33,51,-78,-36,-54,-24,L
15,-18,51,72,-66,-72,-45,24,-18,72,-42,51,-93,-75,-48,-9,X
27,-33,24,-12,-33,-51,15,3,-9,90,-48,-9,-63,-9,-39,-9,H
12,-12,69,78,-90,-99,-54,21,-3,93,-48,54,-111,-75,-69,-18,R
15,-15,48,54,-57,-69,-39,30,-33,48,-33,48,-117,-90,-66,-15,G
57,-45,75,48,-54,-87,-42,27,9,156,-33,21,-84,-39,-36,-9,J
9,-9,48,153,-117,-111,-99,3,-21,75,-30,90,-123,-138,-54,-27,Q
6,-33,78,120,-84,-93,-63,33,-3,147,-63,63,-87,-24,-15,-9,F
3,-24,51,135,-99,-105,-78,-6,9,147,-30,54,-81,-48,-15,-30,U
27,-18,48,36,-48,-81,-39,15,-15,102,-12,18,-108,-66,-66,-30,G
-30,-3,72,135,-72,-84,-90,39,-18,111,-15,78,-108,-87,-57,-39,C
42,-12,3,33,-21,-30,-27,21,-66,12,-27,39,-84,-159,-63,9,N
57,-33,27,-45,-9,-45,12,24,-39,60,-33,-9,-96,-60,-78,-12,Q
21,-9,27,42,-81,-84,-21,-3,-24,48,-60,33,-105,-78,-63,-6,G
30,-21,48,63,-60,-96,-36,3,-6,138,-27,9,-102,-21,-12,-6,V
-3,-15,51,201,-183,-168,-129,-42,18,144,-42,96,-120,-99,-57,-69,Y
12,-18,9,-15,-36,-51,30,-0,-33,69,-72,-9,-78,-18,-45,3,W
54,-24,54,69,-69,-90,-60,18,-18,93,-30,45,-105,-105,-57,-9,O
54,-48,-12,-3,-15,-24,6,3,-54,27,-21,9,-81,-108,-42,-6,U
51,-9,87,135,-117,-138,-105,12,12,135,-30,69,-120,-111,-48,-6,A
