@relation 'letter-weka.filters.unsupervised.attribute.Remove-V-R13,11,7,14,12,15,9,8,10,6,16,3,5,1,4,2,17'

@attribute x-ege numeric
@attribute x2ybr numeric
@attribute y-bar numeric
@attribute xegvy numeric
@attribute xy2br numeric
@attribute y-ege numeric
@attribute y2bar numeric
@attribute x2bar numeric
@attribute xybar numeric
@attribute x-bar numeric
@attribute yegvx numeric
@attribute width numeric
@attribute onpix numeric
@attribute x-box numeric
@attribute high numeric
@attribute y-box numeric
@attribute class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}

@data
3,15,4,9,8,0,5,13,7,7,8,5,2,5,6,8,U
2,6,7,8,7,7,5,8,7,7,9,4,4,3,5,7,B
2,11,11,12,8,1,7,2,8,6,7,5,4,3,6,8,T
2,12,11,10,8,1,4,3,8,6,9,5,2,4,5,7,V
11,7,5,8,7,6,4,4,7,8,10,9,11,6,8,10,U
4,3,4,4,9,3,2,1,8,10,7,6,5,3,8,10,A
1,12,10,11,8,0,1,3,6,8,8,2,0,1,0,0,Y
6,5,6,8,8,0,4,2,13,8,7,9,4,8,7,12,N
2,6,4,8,5,4,5,6,8,10,6,6,4,5,7,9,J
2,8,8,10,12,3,8,6,12,6,7,5,3,5,5,7,C
6,4,6,7,9,6,6,5,11,8,10,6,4,9,6,11,B
5,6,7,8,8,0,2,13,5,7,8,3,2,3,5,7,N
0,7,8,8,8,1,8,0,14,6,7,4,2,3,6,8,I
2,4,8,8,10,6,9,7,6,6,8,5,4,4,5,7,E
0,11,11,10,8,0,4,0,6,9,8,6,2,4,8,10,Y
0,6,7,8,8,9,8,5,5,8,8,4,2,3,5,7,S
4,5,6,7,9,5,7,2,10,7,9,9,6,6,8,11,K
1,12,10,11,8,3,8,1,8,6,7,5,2,3,4,2,Y
2,6,8,8,8,9,5,7,7,8,8,4,3,3,3,5,S
0,2,3,6,10,3,8,1,10,9,10,5,3,3,8,10,L
10,10,7,10,8,2,3,2,8,4,5,8,5,7,6,11,W
9,7,6,6,8,2,5,3,9,8,8,8,5,5,4,5,M
1,5,11,10,2,3,3,5,12,7,8,5,3,4,4,6,P
6,5,7,9,7,4,7,3,9,8,7,9,4,10,8,14,K
3,1,4,7,8,3,2,3,7,7,8,6,2,4,6,9,A
8,7,5,7,8,4,3,6,7,8,7,7,9,5,8,10,V
12,6,5,10,7,3,2,5,7,10,4,10,15,7,8,11,W
2,8,7,10,9,8,6,7,7,8,8,3,3,2,4,6,S
2,6,7,8,5,2,6,6,7,6,7,3,2,2,1,1,D
5,7,8,8,8,3,7,2,9,7,7,6,3,7,6,12,K
3,7,8,8,9,4,5,8,6,8,6,6,5,4,6,9,U
3,6,7,8,8,4,4,4,7,7,8,4,1,3,4,6,X
2,6,7,9,10,3,6,5,10,7,9,3,1,2,2,3,G
2,2,2,5,9,1,1,2,8,10,9,3,1,2,2,3,A
9,8,7,9,8,0,2,4,7,7,8,6,4,4,8,5,W
5,10,8,8,10,4,3,4,9,5,5,5,5,3,5,7,N
3,6,7,8,8,3,4,8,9,7,8,6,5,5,7,10,O
3,10,12,10,8,1,2,2,9,3,7,5,3,5,5,7,V
2,6,7,8,5,3,7,6,7,7,7,4,2,3,2,3,D
1,2,4,6,5,1,7,5,2,4,6,3,2,2,4,2,L
1,7,9,10,4,3,4,5,9,6,7,5,4,3,4,6,P
7,6,8,9,7,2,5,3,10,7,7,11,5,8,8,11,N
3,8,6,8,8,0,2,14,7,7,8,4,2,3,5,7,H
2,6,7,8,8,3,5,7,7,8,8,4,3,3,4,6,O
1,4,6,7,8,1,6,2,12,10,7,2,1,1,2,1,J
5,7,8,8,3,4,6,7,8,8,9,6,6,5,7,9,D
2,6,6,7,9,6,8,8,6,7,10,6,3,5,8,10,G
3,9,8,9,9,2,7,5,10,3,6,7,5,7,7,9,U
1,7,12,9,4,2,5,3,13,5,6,4,2,2,4,5,F
2,12,10,11,8,0,1,3,7,8,8,1,0,1,0,0,V
3,6,7,8,11,3,6,7,7,6,10,5,4,3,4,6,H
3,6,7,8,8,7,9,3,5,7,8,6,4,4,6,8,X
3,4,7,8,5,4,6,5,9,8,9,7,6,5,6,8,D
2,6,8,8,6,6,6,6,7,8,9,4,4,3,4,6,B
1,8,11,9,5,1,4,4,13,4,7,3,1,2,2,4,F
2,4,9,7,8,5,3,8,7,6,11,4,5,4,7,9,R
10,3,5,6,6,2,5,3,9,10,9,9,6,7,6,8,M
3,6,9,8,8,8,5,4,7,8,8,6,5,5,7,6,J
5,3,7,9,6,4,5,5,11,8,8,8,4,9,7,13,P
0,11,11,8,9,2,5,3,11,1,7,3,2,3,6,8,F
0,6,7,8,7,9,9,5,5,8,8,5,3,4,6,9,S
1,5,7,7,9,0,4,2,11,10,7,2,1,1,1,3,J
3,5,8,7,7,5,6,5,7,6,8,6,4,4,4,6,R
6,3,6,8,7,4,8,3,12,11,9,7,5,5,7,10,D
0,6,6,7,10,0,6,3,14,9,8,2,0,1,2,3,J
2,8,6,10,9,9,7,7,7,8,8,5,4,4,6,8,S
6,3,9,2,9,7,5,3,7,7,10,7,7,5,6,7,K
3,7,8,9,9,8,5,8,8,6,9,9,7,7,8,10,P
2,9,9,9,5,4,8,1,9,5,4,6,4,6,5,7,Y
4,8,8,11,9,9,2,4,7,8,8,7,10,5,10,7,Y
1,10,9,10,6,3,8,1,10,4,4,6,4,6,8,10,Y
1,11,10,11,7,2,7,2,11,3,5,5,3,5,5,7,Y
2,7,7,7,7,6,7,8,7,7,11,4,3,3,7,5,G
2,3,8,6,7,5,7,4,10,8,9,6,4,5,6,8,S
3,5,8,7,6,4,5,5,6,7,8,4,3,4,3,2,R
8,7,6,10,9,4,2,5,8,7,9,6,9,4,8,11,V
3,8,9,8,8,4,6,3,10,6,6,9,7,6,6,8,H
4,6,7,8,9,1,3,3,6,7,8,4,3,2,4,5,U
3,6,7,8,10,5,6,7,6,9,9,4,2,3,4,6,Q
1,11,12,11,8,1,8,2,7,7,7,4,2,3,4,5,T
3,0,6,7,8,2,1,3,7,7,8,6,2,4,6,9,A
3,6,6,7,7,4,5,4,8,8,6,6,5,5,8,10,J
6,6,7,8,8,0,2,14,5,7,8,4,3,3,7,5,N
3,4,6,8,7,3,6,3,11,10,9,5,4,4,5,7,D
6,5,7,10,5,5,5,1,9,10,8,8,8,5,7,9,F
4,5,9,9,4,4,3,6,13,7,7,5,2,6,4,9,P
5,6,7,8,8,0,1,12,6,7,8,3,3,3,6,8,N
5,7,7,10,8,9,5,4,7,8,11,8,9,6,7,8,S
3,6,7,8,8,4,6,8,7,7,8,4,2,3,4,3,O
2,6,7,8,6,3,6,8,6,5,8,2,1,2,1,0,D
1,2,3,6,9,3,8,2,9,10,9,6,3,4,6,8,L
8,9,7,6,8,0,2,12,7,7,8,5,4,4,8,10,M
3,6,7,8,8,4,4,4,7,7,8,4,1,3,5,8,X
1,2,4,6,8,2,7,3,6,6,7,4,2,3,4,6,L
8,8,5,9,11,5,3,6,7,8,4,7,7,6,7,9,C
3,5,7,8,11,2,2,8,7,4,11,4,1,4,4,7,K
0,6,8,8,7,1,7,1,14,7,7,3,1,2,3,5,I
5,4,8,9,5,4,3,5,12,7,8,5,2,6,5,9,P
4,9,10,11,6,2,4,4,9,5,8,8,4,9,8,15,V
8,9,7,6,9,3,4,3,10,5,8,8,6,5,7,9,M
3,6,7,8,11,5,7,4,6,5,9,6,5,4,5,7,K
2,6,7,8,8,3,5,7,7,8,8,3,1,2,1,3,O
5,4,4,5,9,6,5,4,7,7,7,8,6,6,6,7,Q
3,6,8,8,8,8,9,4,7,7,6,8,9,6,8,9,T
3,12,9,9,9,4,8,3,11,5,5,7,3,4,4,6,X
0,6,7,8,7,7,6,3,5,8,8,1,0,1,0,0,S
1,7,8,9,10,8,10,6,7,6,8,5,4,4,7,10,Z
1,3,7,8,7,5,8,4,11,9,10,6,3,3,4,6,S
0,1,3,7,10,2,9,1,6,5,7,5,2,4,6,8,L
4,7,7,9,10,8,6,3,7,7,8,6,7,4,7,10,E
5,6,8,8,8,8,3,6,7,7,8,7,7,5,6,9,E
0,8,10,10,4,3,5,3,10,4,7,3,2,3,3,5,P
3,6,7,8,11,5,7,5,6,5,9,5,3,3,6,8,K
2,5,8,8,7,9,7,9,7,6,10,5,4,5,8,5,B
3,9,8,10,9,2,8,6,9,4,5,7,4,6,8,10,U
1,8,10,10,3,4,5,6,10,6,7,7,6,5,8,11,P
0,10,14,8,6,2,4,5,12,1,5,5,2,5,7,10,F
0,3,6,7,8,0,6,2,12,11,8,2,0,1,1,1,J
0,1,4,7,8,0,5,4,13,14,8,4,3,3,8,11,J
3,6,7,8,8,4,7,9,7,7,8,5,3,4,8,11,O
2,6,6,8,10,4,5,7,5,6,8,7,6,5,7,10,G
6,4,7,5,9,6,5,5,10,8,11,7,4,9,6,11,R
5,6,7,8,8,0,1,12,6,7,8,5,4,4,6,8,N
5,7,9,9,6,9,5,4,7,7,9,8,8,6,8,7,F
0,10,13,8,6,2,3,5,12,1,6,4,1,3,6,4,F
3,5,10,9,7,9,4,5,6,9,4,6,5,4,6,9,Z
3,5,8,8,11,3,2,7,7,3,11,4,2,3,5,7,K
1,12,11,11,8,0,1,3,6,8,8,3,0,2,1,1,Y
3,6,7,7,8,3,6,6,7,7,8,4,3,3,4,6,N
3,6,8,8,5,3,4,8,7,8,7,5,3,3,4,6,O
5,7,7,6,8,1,4,5,6,8,7,3,2,2,2,3,M
5,4,8,7,8,4,7,2,10,7,7,6,3,3,3,4,K
2,10,9,9,5,4,9,1,10,4,3,8,4,8,8,11,Y
0,6,7,8,7,2,7,0,7,8,7,1,2,1,5,7,I
4,6,7,9,7,9,4,4,8,8,8,6,5,7,8,15,G
4,3,6,7,7,4,7,2,11,11,9,7,6,5,8,11,D
1,8,12,10,2,4,5,5,11,5,6,7,5,5,8,11,P
2,7,9,10,3,4,5,6,9,6,6,6,5,4,8,10,P
0,1,5,6,10,3,8,2,6,5,7,5,3,3,7,9,L
2,12,9,11,9,2,7,1,6,7,8,6,3,4,6,8,Y
3,6,7,8,8,0,1,14,7,7,8,4,2,3,4,7,H
4,6,7,8,10,4,7,1,9,6,8,9,7,7,7,9,K
2,1,2,6,8,3,2,2,9,10,8,5,2,3,4,2,A
3,5,7,8,8,3,5,8,9,8,8,5,4,4,6,9,O
2,6,7,9,9,4,5,6,6,7,9,2,1,2,2,1,G
4,3,5,7,7,5,5,4,11,10,9,6,3,7,5,9,G
4,10,12,12,9,2,3,2,5,7,7,7,4,5,7,9,V
8,7,9,8,7,3,5,6,7,6,7,8,5,6,7,9,N
3,8,5,8,8,0,1,15,7,7,8,6,3,5,6,5,H
4,6,7,8,10,5,8,4,7,5,9,6,4,4,6,8,K
0,6,7,8,8,0,3,5,7,7,8,0,1,1,8,10,I
5,3,8,9,6,4,4,5,12,8,8,6,3,8,4,9,P
3,5,6,7,10,7,9,2,12,8,9,8,5,6,7,9,Z
3,10,9,10,9,1,7,6,7,7,8,4,1,3,2,3,U
1,5,8,8,7,4,7,2,10,8,8,3,1,2,2,4,S
8,8,6,6,9,2,4,3,9,7,8,8,4,4,3,4,M
2,2,2,6,7,3,2,2,7,8,7,5,3,3,5,7,A
3,1,2,7,9,4,5,2,10,10,9,5,3,7,8,15,S
3,5,8,6,6,5,5,4,6,7,8,3,2,3,3,4,R
0,6,8,8,14,7,10,6,7,3,7,4,2,4,6,9,E
3,7,7,8,5,3,7,7,7,7,7,4,4,3,5,7,D
7,7,6,5,5,1,4,6,6,10,5,5,5,3,5,7,M
3,5,6,8,7,6,6,5,9,8,10,8,9,5,9,11,B
10,5,8,10,8,9,5,5,7,7,8,9,10,7,6,6,W
3,4,10,7,8,6,3,8,7,5,11,4,2,4,4,7,R
0,0,1,8,7,0,6,5,0,0,8,4,1,3,7,10,L
3,7,5,9,8,10,5,5,11,8,7,5,5,7,11,8,Z
3,5,8,7,6,5,5,3,10,8,8,4,2,2,2,3,B
3,14,8,9,8,0,3,4,7,7,8,6,2,4,7,10,V
1,9,11,10,5,2,6,2,11,5,5,3,1,3,2,3,T
4,9,9,10,5,3,5,3,10,6,8,3,2,2,4,2,F
2,11,12,10,8,1,3,2,9,2,7,7,4,7,8,11,V
2,9,8,8,9,5,8,4,11,5,6,5,3,3,6,8,E
2,4,8,6,7,4,5,3,9,8,10,5,3,3,3,4,R
1,9,11,10,5,3,6,4,11,5,6,4,2,3,3,4,F
5,8,7,8,9,5,7,3,10,6,7,12,10,8,9,11,H
0,11,14,8,8,0,6,0,5,9,8,4,1,2,6,9,T
7,9,11,11,8,1,2,2,7,7,8,5,3,3,3,4,W
2,6,7,8,9,3,3,6,6,8,8,2,1,2,1,0,Q
3,8,8,9,11,6,2,7,4,9,10,4,5,3,9,7,Q
0,5,8,8,15,7,11,6,7,3,7,4,2,3,6,4,E
1,9,13,11,4,1,6,4,12,4,5,4,2,3,5,7,T
1,6,6,6,11,1,6,3,15,7,7,5,3,3,7,9,J
3,9,8,10,9,2,6,5,10,5,6,4,1,3,1,3,U
10,7,7,10,8,3,2,5,7,9,5,8,13,5,8,10,W
2,6,7,8,8,3,5,7,7,8,8,2,1,1,1,1,O
2,9,12,11,4,2,6,3,11,5,5,4,2,3,2,4,T
1,12,10,11,7,2,6,3,12,3,6,6,3,6,8,11,Y
3,4,8,7,8,5,6,5,9,8,11,7,6,5,8,11,R
2,6,7,8,8,6,9,4,7,7,7,4,2,2,1,3,X
2,6,6,8,8,6,7,8,6,7,11,4,2,3,5,7,G
3,8,10,10,5,3,4,4,9,5,7,3,2,2,2,4,P
0,10,12,8,8,0,5,0,6,9,8,3,2,2,5,7,T
5,6,9,9,6,1,4,6,7,7,6,4,3,3,4,6,N
8,6,7,9,8,4,2,5,7,8,9,6,7,5,5,7,O
3,6,7,8,7,3,6,6,7,8,7,3,2,2,3,2,H
1,5,7,9,7,5,6,2,10,9,9,3,1,2,2,3,S
7,6,6,6,7,8,4,5,6,7,12,6,6,4,6,9,K
4,9,7,7,11,4,7,2,10,4,6,8,5,6,8,11,K
5,9,8,9,11,3,5,3,10,5,7,7,4,7,7,12,K
3,4,11,8,8,6,3,8,7,5,11,6,4,5,8,10,R
2,11,12,10,8,1,3,2,7,7,8,4,2,2,4,5,V
3,7,7,8,8,3,5,8,10,7,8,5,3,4,6,8,O
3,12,11,10,9,1,4,2,7,7,8,5,3,4,7,9,V
1,9,10,9,6,3,5,4,10,5,7,2,1,2,1,3,F
2,9,12,11,4,1,5,4,11,5,5,4,2,4,4,6,T
6,7,7,8,5,3,7,5,7,7,7,7,7,5,8,11,D
4,4,3,7,5,5,3,4,8,8,9,8,4,9,8,13,G
6,8,6,9,7,8,4,6,7,9,3,6,6,5,7,10,Y
2,6,6,8,11,4,6,7,6,6,9,6,4,5,6,8,G
3,6,7,8,8,4,4,4,7,7,8,4,1,3,4,6,X
1,12,9,10,8,0,2,2,6,7,8,2,0,2,1,1,Y
3,8,8,9,9,5,8,2,11,6,5,5,3,5,4,9,Z
3,6,7,8,8,3,5,8,10,8,8,5,3,4,5,7,O
0,6,7,8,8,0,4,4,7,7,8,0,0,0,0,0,I
3,6,7,8,10,3,6,8,7,7,9,5,3,4,5,7,C
3,11,9,9,10,3,8,2,10,4,5,10,6,7,8,10,X
2,7,8,9,10,5,2,5,5,8,9,3,2,2,3,3,Q
1,7,7,8,12,4,7,6,6,6,10,4,2,3,4,6,C
2,6,11,8,4,6,5,3,13,6,6,7,4,9,7,13,F
2,6,7,8,8,2,4,6,9,8,8,2,1,1,1,3,O
0,10,12,8,8,2,5,5,12,1,6,4,2,4,5,8,F
3,14,6,9,8,0,5,13,7,7,8,3,2,3,5,3,U
7,10,7,7,10,2,4,3,10,5,8,6,4,4,3,4,M
4,4,4,8,7,6,5,4,4,5,6,10,8,7,8,9,Q
6,3,9,11,12,2,6,5,3,5,7,9,4,11,7,13,N
1,13,10,11,8,0,2,2,6,7,8,5,1,3,4,7,Y
6,9,6,6,5,2,6,4,3,8,6,7,4,9,8,15,U
3,6,7,8,8,0,1,11,7,7,8,1,0,1,1,0,H
2,10,10,8,9,5,9,4,11,4,4,8,5,6,8,11,E
2,4,8,6,7,4,9,4,11,7,8,6,3,5,6,8,S
3,5,7,8,4,4,7,8,6,6,9,6,4,4,6,8,D
10,6,7,8,8,5,4,4,7,7,6,7,8,5,5,6,M
5,6,9,8,6,1,5,2,10,7,7,6,2,3,3,5,N
3,5,9,9,4,4,7,2,14,8,9,7,4,5,7,10,P
0,6,7,8,7,9,9,6,4,8,8,4,2,3,6,4,S
2,1,5,7,8,2,1,3,5,5,7,4,1,2,5,4,A
9,8,6,6,8,2,5,6,6,8,7,9,8,7,8,10,M
3,6,8,8,7,3,6,3,10,7,8,10,9,7,8,10,H
1,11,9,11,7,3,6,1,10,3,5,6,4,6,7,9,Y
3,4,6,8,8,3,3,7,10,8,7,5,4,4,6,9,O
0,6,7,8,14,4,7,5,7,7,10,1,0,1,0,0,C
3,5,8,8,3,4,8,7,9,8,6,5,3,4,4,6,D
0,11,11,8,9,2,5,4,11,1,6,4,3,4,8,11,F
4,8,6,9,9,8,7,7,6,7,6,7,7,5,8,10,T
2,6,7,8,6,5,8,3,6,8,8,3,2,2,3,4,X
0,7,6,8,13,8,10,6,7,4,8,4,2,3,4,6,E
6,7,9,9,8,2,5,6,7,6,6,7,5,5,7,10,N
0,11,14,8,8,0,6,0,7,7,8,3,1,2,4,7,T
3,6,7,8,8,3,6,3,10,7,7,8,5,5,7,9,H
4,6,6,10,5,4,6,4,9,8,6,7,4,8,5,10,Y
3,5,8,9,9,8,4,4,11,7,11,5,4,6,7,13,E
1,12,12,10,8,0,3,2,5,9,8,5,1,3,6,5,Y
3,6,6,9,11,6,2,6,8,8,9,5,5,4,9,7,Q
2,4,7,7,7,4,5,4,9,8,10,5,3,3,3,4,R
5,6,11,11,10,3,4,5,4,9,7,5,2,6,4,9,N
2,6,7,8,8,2,4,7,9,8,8,3,2,2,4,5,O
1,9,11,10,5,3,5,3,11,5,6,3,2,2,3,2,F
3,6,7,7,7,5,6,5,7,7,8,3,3,2,4,2,R
2,11,12,11,7,0,3,3,10,4,8,3,1,2,2,3,V
3,6,8,8,7,6,8,3,6,8,8,5,3,3,5,7,X
10,7,7,10,8,3,2,5,7,8,8,6,9,4,5,7,W
5,4,6,9,6,5,7,4,10,10,8,8,5,6,6,9,D
3,8,8,10,7,8,5,5,6,7,8,4,4,3,6,5,I
0,4,4,7,10,0,3,5,12,12,8,1,0,0,1,0,J
2,7,7,9,8,7,5,7,8,7,9,7,6,5,8,11,P
3,9,9,9,10,6,2,5,8,8,8,5,5,5,8,6,Q
8,9,11,11,9,1,2,3,8,5,8,7,4,4,4,5,W
4,4,5,6,8,6,4,2,8,9,11,6,5,4,5,5,K
0,4,6,7,8,0,6,2,14,9,8,3,1,1,3,4,J
2,10,12,11,9,0,2,2,6,7,8,3,1,2,2,3,V
3,11,8,9,9,4,8,2,10,5,6,8,4,5,8,11,X
6,9,7,8,9,0,5,3,13,7,8,11,5,10,7,13,N
1,9,12,10,5,2,4,5,13,3,5,6,3,4,6,9,F
0,6,7,8,8,1,7,0,13,7,7,3,1,2,3,5,I
3,6,7,8,6,7,9,4,6,8,7,6,4,4,8,11,X
1,7,8,8,8,3,7,2,11,6,7,4,2,2,1,3,E
2,6,7,8,9,4,8,1,11,6,8,5,2,3,3,5,E
0,4,3,7,11,0,4,6,12,13,8,1,0,1,1,1,J
1,5,6,6,10,1,6,3,14,9,7,4,1,2,3,5,J
2,8,7,8,11,6,7,3,12,5,7,5,3,5,5,10,L
3,6,7,8,8,3,6,3,10,7,8,5,3,3,3,4,H
2,2,2,7,8,2,1,2,7,8,7,4,1,2,2,1,A
0,0,1,8,7,0,6,5,0,0,8,3,1,2,6,8,L
2,3,5,10,6,4,6,2,12,12,12,6,3,7,7,13,I
2,6,6,8,7,6,7,8,6,7,11,5,3,4,6,4,G
3,12,6,9,8,0,4,12,7,7,8,4,4,4,7,10,U
1,6,13,10,3,4,2,9,10,4,8,6,3,6,8,11,P
8,9,7,6,8,0,2,12,8,7,8,6,4,5,8,10,M
0,0,1,8,7,0,6,5,0,0,8,3,1,3,6,9,L
5,9,5,6,10,2,4,5,7,6,9,5,3,5,6,11,U
3,1,5,6,6,4,4,2,5,7,5,6,5,4,7,9,A
2,4,6,7,7,4,5,4,9,9,10,3,2,2,2,3,R
0,1,0,8,5,0,6,6,0,0,8,5,2,5,8,10,L
6,6,8,9,8,9,4,6,7,7,8,9,11,6,8,11,M
4,6,7,8,5,4,5,8,7,7,7,8,6,6,6,9,D
3,6,7,8,8,5,6,8,6,8,9,6,3,5,8,8,Q
2,6,6,9,10,4,6,6,6,7,8,5,3,4,4,5,G
2,6,6,9,10,4,5,6,5,6,8,7,6,6,8,11,G
1,10,11,11,6,2,7,2,11,4,5,4,2,3,4,5,Y
1,8,8,9,13,3,7,6,11,5,8,4,2,3,5,7,C
0,9,12,10,5,1,7,2,11,5,5,4,1,3,3,4,T
2,6,7,8,8,0,1,10,7,7,8,1,0,1,0,0,H
8,7,5,8,8,5,2,5,8,7,8,6,8,4,7,9,V
4,4,7,8,5,6,3,3,8,9,5,5,5,3,6,8,J
2,6,7,9,9,3,3,6,8,8,9,3,3,2,4,3,Q
4,9,8,11,5,6,8,1,8,6,4,7,5,7,7,9,Y
2,5,9,8,7,9,8,9,7,7,9,5,4,5,6,4,B
3,10,8,9,9,1,7,5,11,4,7,5,2,4,3,4,U
2,5,8,8,6,8,5,7,7,8,8,3,2,2,4,6,S
9,6,7,10,8,6,1,6,7,8,11,8,10,6,8,10,O
7,8,8,9,8,0,0,4,7,7,8,4,1,3,2,1,W
0,7,7,8,15,7,11,6,7,3,7,4,2,4,7,9,E
3,5,6,9,12,5,8,7,11,7,8,7,4,7,8,10,G
7,7,7,13,6,6,3,5,8,6,9,8,9,6,8,6,P
1,11,9,7,13,3,9,5,11,2,6,8,4,7,8,10,C
5,5,7,10,7,3,5,2,10,10,9,5,3,5,4,9,K
2,6,9,10,5,3,6,3,13,8,8,6,3,4,5,7,F
2,3,7,9,4,3,6,4,12,10,9,7,4,5,8,10,P
1,11,10,11,8,2,7,1,7,7,8,4,2,2,4,3,Y
3,7,9,6,9,8,5,4,7,8,7,6,6,4,8,7,I
5,8,10,11,7,1,2,3,9,5,6,3,2,3,2,3,W
3,6,7,8,7,3,4,7,10,8,8,6,5,5,6,8,O
1,11,11,11,5,2,6,3,12,3,5,5,2,5,6,9,Y
1,6,7,8,7,7,8,5,6,8,8,2,1,1,3,1,Z
0,9,12,8,6,2,3,4,11,2,7,2,0,1,1,1,F
8,2,6,6,6,2,5,3,9,11,9,7,4,5,5,7,M
5,4,7,8,6,4,4,5,11,8,8,6,3,8,6,11,P
3,7,7,8,9,4,8,8,6,8,8,6,3,5,7,5,O
3,7,7,8,10,3,7,1,10,6,7,6,3,3,3,4,K
1,10,8,9,12,2,6,4,11,4,7,4,2,3,3,4,C
4,7,8,8,7,9,6,5,7,8,9,6,5,4,8,7,I
3,6,7,8,8,4,4,4,7,7,8,4,1,3,5,8,X
6,3,7,7,8,6,5,3,9,8,7,8,6,8,6,12,R
4,6,10,10,4,4,4,6,13,6,8,7,3,9,7,12,P
1,12,10,11,8,0,3,1,6,10,8,6,3,4,8,11,Y
5,6,6,10,8,8,4,6,7,7,12,8,8,6,7,10,F
1,12,10,11,8,0,1,3,7,7,8,2,0,1,0,0,Y
3,6,7,8,7,3,5,8,10,8,8,5,4,4,7,9,O
2,3,6,8,5,2,4,4,10,9,8,2,1,1,2,3,D
3,6,9,6,8,6,6,2,8,7,7,5,5,4,5,6,X
2,5,7,8,5,3,6,5,9,8,7,4,2,2,2,3,D
0,6,7,8,8,0,4,4,7,7,8,0,0,0,4,3,I
4,6,8,8,7,1,4,5,7,7,6,2,2,2,3,1,N
2,7,7,8,10,4,5,5,9,6,10,2,1,1,2,3,G
0,2,4,6,10,2,8,1,8,7,8,5,3,4,5,7,L
0,6,7,8,12,5,6,5,7,5,11,1,0,0,0,0,E
5,5,9,8,7,10,6,5,8,7,5,6,7,5,7,6,F
0,6,8,8,14,8,11,6,7,3,7,5,3,5,6,9,E
1,9,12,10,5,1,6,3,11,5,5,3,1,2,2,3,T
1,11,10,11,8,2,6,1,6,8,7,3,1,2,2,3,Y
3,13,5,9,8,0,5,13,7,7,8,4,1,3,4,6,U
0,9,14,8,5,3,3,5,12,1,6,4,2,4,6,4,F
2,7,11,7,6,9,3,3,12,6,3,4,4,5,9,6,Z
2,8,11,9,5,2,5,5,13,5,6,6,3,4,6,8,F
3,8,7,8,10,3,6,3,10,6,7,8,4,5,4,6,H
2,4,6,8,7,4,6,8,5,8,8,5,5,4,8,9,Q
2,10,8,9,12,3,7,5,11,4,7,6,3,5,6,8,C
2,1,5,7,8,2,0,3,6,6,7,6,2,3,5,8,A
4,7,6,8,7,10,6,3,6,8,10,8,7,6,8,11,X
4,6,7,6,8,4,10,2,9,7,8,9,5,10,8,14,X
0,4,4,7,10,0,3,4,12,12,8,1,0,0,0,0,J
3,8,8,9,9,2,7,5,10,4,5,6,4,6,6,8,U
1,6,8,8,13,4,9,6,6,6,9,6,4,5,6,8,C
2,6,7,8,8,6,9,3,6,8,8,4,2,2,3,2,X
4,4,6,11,7,4,9,3,10,11,11,10,5,11,8,15,X
1,2,4,6,8,1,0,2,7,8,8,2,0,1,0,0,A
0,8,11,10,3,4,5,5,11,5,6,5,3,4,4,6,P
2,2,4,7,8,1,0,2,7,7,7,3,1,2,1,1,A
4,3,2,5,9,3,2,1,8,10,7,6,4,3,7,9,A
0,6,7,8,8,1,7,1,13,7,8,2,0,1,2,3,I
4,7,8,8,7,1,3,5,8,7,7,2,1,1,2,1,N
2,5,7,8,6,3,7,9,6,6,8,4,4,4,5,7,D
6,10,12,11,8,1,2,3,11,1,7,6,4,6,4,6,W
7,5,7,9,8,3,6,5,6,7,7,6,6,5,8,11,D
0,1,1,8,5,0,6,6,0,0,8,3,1,3,4,6,L
3,7,6,8,8,0,1,14,7,7,8,3,2,3,4,7,H
0,6,7,8,8,7,12,3,8,7,8,2,1,2,2,1,Z
2,11,12,10,7,1,3,3,10,4,8,5,2,4,3,4,V
3,10,9,10,9,1,6,6,7,6,8,3,1,2,1,1,U
1,12,9,10,8,0,2,2,6,7,8,2,0,1,0,0,Y
7,9,7,6,8,0,1,11,7,8,8,4,1,3,2,1,M
2,6,7,9,8,9,5,7,8,8,8,3,2,3,3,5,S
1,7,14,10,3,2,4,3,13,4,6,9,4,6,8,10,F
2,6,7,8,9,4,6,7,6,7,8,6,4,4,6,8,G
4,5,8,8,4,4,5,5,9,8,8,6,4,4,4,6,D
2,8,7,7,10,4,5,6,9,6,9,4,3,4,6,8,G
9,8,8,10,8,0,2,5,7,6,8,7,4,5,7,9,W
3,5,7,8,10,5,8,5,7,6,9,4,4,3,6,8,E
6,7,7,10,7,5,4,4,9,8,9,7,3,7,5,10,H
0,4,3,7,11,0,4,6,13,12,8,1,0,1,1,1,J
5,9,8,9,9,0,3,3,12,7,8,5,2,4,4,9,N
5,6,7,8,7,4,1,4,7,8,8,3,6,2,7,5,P
2,6,7,8,6,3,6,8,6,6,8,2,1,1,1,1,D
3,8,7,8,10,4,7,1,10,5,7,9,6,6,6,9,K
5,3,5,7,7,7,7,3,11,11,12,9,6,7,8,10,B
3,6,11,12,3,5,2,5,11,6,5,5,4,6,7,12,P
5,4,8,7,10,6,5,3,7,5,6,6,4,6,4,9,R
3,4,11,7,9,6,4,8,7,5,11,4,2,3,6,8,R
0,0,4,7,8,1,8,3,2,3,5,6,5,5,8,11,L
3,10,9,9,8,1,8,5,12,4,6,5,2,5,5,7,U
